url,page_type,intent,primary_entity,author,freshness,evidence,assessment,word_count,answer_structure,gap,status
https://rust.robertdevore.com/course/10-traits/,lesson,learn and practice Traits where abstraction earns its place,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/10-traits.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,634,h1:Traits where abstraction earns its place | h2:Start from a useful boundary | h3:Run the example | h2:Associated types carry a relationship | h2:Dyn compatibility is a checked contract | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/11-iterators/,lesson,learn and practice Iterators and closures without hidden ownership,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/11-iterators.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,611,h1:Iterators and closures without hidden ownership | h2:An iterator describes a sequence of steps | h3:Run the example | h2:Closures capture what they need | h2:Prefer understandable data flow | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/12-reader/,lesson,learn and practice Stage build: a bounded streaming library,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/12-reader.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,591,h1:Stage build: a bounded streaming library | h2:Build brief | h3:Run the example | h2:Why the reader and parser are separate | h2:Limit before accumulation | h2:Exercise | h2:Review the API,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/13-cargo/,lesson,"learn and practice Cargo, modules, and dependency boundaries",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/13-cargo.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,593,"h1:Cargo, modules, and dependency boundaries | h2:Package, crate, module, workspace | h3:Run the example | h2:Resolver and feature decisions | h2:Lock and update deliberately | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/14-testing/,lesson,"learn and practice Tests, diagnostics, and complementary tools",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/14-testing.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,581,"h1:Tests, diagnostics, and complementary tools | h2:Test the promise a caller relies on | h3:Run the example | h2:A useful verification sequence | h2:Intentionally rejected programs | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/15-interior/,lesson,learn and practice Interior mutability and shared ownership,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/15-interior.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,571,h1:Interior mutability and shared ownership | h2:Shared does not always mean unchanging | h3:Run the example | h2:Pick the narrowest mechanism | h2:Apply this to the course project | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/16-threads/,lesson,"learn and practice Threads, Send, and Sync",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/16-threads.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,760,"h1:Threads, Send, and Sync | h2:Ownership crosses a boundary | h3:Run the example | h2:The two marker traits answer different questions | h2:Compiler drill | h2:Correctness extends beyond data races | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/17-synchronization/,lesson,"learn and practice Channels, locks, and shutdown",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/17-synchronization.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,567,"h1:Channels, locks, and shutdown | h2:Give the state a clear owner | h3:Run the example | h2:When a mutex is appropriate | h2:Distinguish the guarantees | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/18-atomics/,lesson,learn and practice Atomics and memory ordering,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/18-atomics.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,578,h1:Atomics and memory ordering | h2:What the counter actually promises | h3:Run the example | h2:Publication is a different problem | h2:Keep layers separate | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/19-futures/,lesson,learn and practice Futures before runtimes,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/19-futures.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,600,h1:Futures before runtimes | h2:Creating a future is not starting a thread | h3:Run the example | h2:Suspension stores state | h2:Cancellation belongs to ownership | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/20-async/,lesson,"learn and practice Tokio tasks, blocking, and cancellation",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/20-async.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,593,"h1:Tokio tasks, blocking, and cancellation | h2:Five layers, five responsibilities | h3:Run the example | h2:Bound the work that can accumulate | h2:Cancellation needs an operation-specific contract | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/21-pin/,lesson,learn and practice Pin and async trait boundaries,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/21-pin.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,752,h1:Pin and async trait boundaries | h2:Pin is a promise about a pointee | h2:Use safe constructors first | h3:Run the example | h2:Stable async traits are not every async trait feature | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/22-async-build/,lesson,learn and practice Stage build: an async ingestion pipeline,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/22-async-build.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,634,h1:Stage build: an async ingestion pipeline | h2:Build brief | h3:Run the example | h2:Explain the limits honestly | h2:Cancellation exercise | h2:Review the ownership graph,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/23-unsafe/,lesson,learn and practice Unsafe boundaries and soundness,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/23-unsafe.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,938,h1:Unsafe boundaries and soundness | h2:Unsafe does not suspend Rust's rules | h2:The safety argument | h2:Aliasing is more than addresses | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/24-performance/,lesson,learn and practice Measure performance and resource use,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/24-performance.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,579,h1:Measure performance and resource use | h2:A measurement starts with a question | h3:Run the example | h2:Design the experiment | h2:Optimize the bottleneck | h2:Exercise,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/25-horizon/,lesson,learn and practice Stable Rust and the horizon,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/25-horizon.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,911,"h1:Stable Rust and the horizon | h2:A freshness point, not a prediction | h3:Run the example | h2:How to update an explanation | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/26-interop/,lesson,"learn and practice FFI, serialization, and public contracts",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/26-interop.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,602,"h1:FFI, serialization, and public contracts | h2:The other side has its own rules | h2:Write down ownership in both directions | h2:A file format is also an interface | h2:Exercise",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/27-capstone/,lesson,learn and practice Capstone: ship Fieldnotes,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/27-capstone.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,709,h1:Capstone: ship Fieldnotes | h2:Product brief | h2:Build and install | h2:Why main stays small | h2:Acceptance suite | h2:Your extension | h2:Review rubric,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/course/28-release/,lesson,"learn and practice Release, maintain, and keep learning",Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/lessons/28-release.md; docs/research/ledger.md; examples/ and drills/,Distinct purpose; source-backed exercises and primary references,625,"h1:Release, maintain, and keep learning | h2:A release is a promise others can reproduce | h3:Run the example | h2:Review the public Rust surface | h2:A practical maintenance loop | h2:Exercise | h2:Where to go next",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/practice/,practice,learn and practice The practice bench.,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",scripts/build.mjs; docs/research/ledger.md; examples/ and drills/,Distinct navigational or project explanation purpose,348,"h1:The practice bench. | h2:Build checkpoints | h3:Stage build: the first event counter | h3:Stage build: a bounded streaming library | h3:Stage build: an async ingestion pipeline | h3:Capstone: ship Fieldnotes | h2:Read the compiler | h3:Ownership, places, and moves | h3:Borrowing and reborrowing | h3:Lifetimes describe relationships | h3:Threads, Send, and Sync | h3:Pin and async trait boundaries | h3:Stable Rust and the horizon | h2:A source-backed example | h2:Get the complete lab",No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
https://rust.robertdevore.com/about/,about,learn and practice Understanding over folklore.,Rust programming language,Robert DeVore,"Rust 1.98.1 / edition 2024 baseline, verified 2026-09-06; no invented publish dates",content/about.md; docs/research/ledger.md; examples/ and drills/,Distinct navigational or project explanation purpose,567,h1:Understanding over folklore. | h2:What this course teaches | h2:Technical freshness | h2:How the examples stay honest | h2:Your progress and privacy | h2:Source and contributions | h2:Author | h2:Portable course text,No observed blocking content gap; measure actual query and citation demand before expanding,reviewed
