phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues,html_bytes
after,https://rust.robertdevore.com/course/09-lifetimes/,content/lessons/09-lifetimes.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/09-lifetimes/,200,Lifetimes describe relationships · Rust Course,46,Design borrowed results without pretending annotations extend storage.,70,Lifetimes describe relationships,h1:Lifetimes describe relationships | h2:A borrowed result needs a source | h3:Run the example | h2:References inside structs | h2:Compiler drill | h2:Exercise,727,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,37,48,5,0,0,0,0,0,2,False,True,False,False,a83702c569cfa3ec7ce9b6fca7ef319955457e2a132410826d1d8fede826cf64,,16506
after,https://rust.robertdevore.com/course/10-traits/,content/lessons/10-traits.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/10-traits/,200,Traits where abstraction earns its place · Rust Course,54,"Use standard interfaces, associated types, and dispatch intentionally.",70,Traits where abstraction earns its place,h1:Traits where abstraction earns its place | h2:Start from a useful boundary | h3:Run the example | h2:Associated types carry a relationship | h2:Dyn compatibility is a checked contract | h2:Exercise,634,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,0fbddb43bf336b7cddaabf67c026b2d299bb174510376c19277731ff9ea98c2d,,15580
after,https://rust.robertdevore.com/course/11-iterators/,content/lessons/11-iterators.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/11-iterators/,200,Iterators and closures without hidden ownership · Rust Course,61,"Read item types, captures, laziness, and short-circuiting results.",66,Iterators and closures without hidden ownership,h1:Iterators and closures without hidden ownership | h2:An iterator describes a sequence of steps | h3:Run the example | h2:Closures capture what they need | h2:Prefer understandable data flow | h2:Exercise,611,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,3fe8b8d7b136fd3cfd7c4d48ee7bff55fbfed9aadc234fde20fcc6abe0f62fae,,15319
after,https://rust.robertdevore.com/course/12-reader/,content/lessons/12-reader.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/12-reader/,200,Stage build: a bounded streaming library · Rust Course,54,Separate parsing from I/O and enforce memory limits before input grows.,71,Stage build: a bounded streaming library,h1:Stage build: a bounded streaming library | h2:Build brief | h3:Run the example | h2:Why the reader and parser are separate | h2:Limit before accumulation | h2:Exercise | h2:Review the API,591,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,38,49,5,0,0,0,0,0,2,False,True,False,False,3000529fa4c4ee52d2d2a154db43deb46d83941cff2ecfaa790208fb7d81da11,,14581
after,https://rust.robertdevore.com/course/13-cargo/,content/lessons/13-cargo.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/13-cargo/,200,"Cargo, modules, and dependency boundaries · Rust Course",55,"Read the actual workspace, feature graph, lockfile, and release configuration.",78,"Cargo, modules, and dependency boundaries","h1:Cargo, modules, and dependency boundaries | h2:Package, crate, module, workspace | h3:Run the example | h2:Resolver and feature decisions | h2:Lock and update deliberately | h2:Exercise",593,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,6,0,0,0,0,0,2,False,True,False,False,a3a3ac82702d3f2bfd292c0d18fa323e5f1f0725b6f1f34695f7d89143f68387,,14383
after,https://rust.robertdevore.com/course/14-testing/,content/lessons/14-testing.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/14-testing/,200,"Tests, diagnostics, and complementary tools · Rust Course",57,"Test contracts and failures, and use compiler output without inventing it.",74,"Tests, diagnostics, and complementary tools","h1:Tests, diagnostics, and complementary tools | h2:Test the promise a caller relies on | h3:Run the example | h2:A useful verification sequence | h2:Intentionally rejected programs | h2:Exercise",581,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,42601f09988e73d427498b2aa376467b9a705db2f042395d448385dff9d56e3d,,14829
after,https://rust.robertdevore.com/course/15-interior/,content/lessons/15-interior.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/15-interior/,200,Interior mutability and shared ownership · Rust Course,54,"Distinguish reference counts, runtime borrowing, and synchronization.",69,Interior mutability and shared ownership,h1:Interior mutability and shared ownership | h2:Shared does not always mean unchanging | h3:Run the example | h2:Pick the narrowest mechanism | h2:Apply this to the course project | h2:Exercise,571,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,f856d77ec2792f2faba50bb6a64f41c2fa365b5d3857e760959040881961abef,,15044
after,https://rust.robertdevore.com/course/16-threads/,content/lessons/16-threads.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/16-threads/,200,"Threads, Send, and Sync · Rust Course",37,Transfer or borrow work safely while keeping completion and failure explicit.,77,"Threads, Send, and Sync","h1:Threads, Send, and Sync | h2:Ownership crosses a boundary | h3:Run the example | h2:The two marker traits answer different questions | h2:Compiler drill | h2:Correctness extends beyond data races | h2:Exercise",760,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,38,49,5,0,0,0,0,0,2,False,True,False,False,33c19aa8ae6063d520293dbd6e970a96facf5aaa1e3ce4ced09739e1c0627825,,17140
after,https://rust.robertdevore.com/course/17-synchronization/,content/lessons/17-synchronization.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/17-synchronization/,200,"Channels, locks, and shutdown · Rust Course",43,"Choose ownership transfer or shared state, and reason about waiting.",68,"Channels, locks, and shutdown","h1:Channels, locks, and shutdown | h2:Give the state a clear owner | h3:Run the example | h2:When a mutex is appropriate | h2:Distinguish the guarantees | h2:Exercise",567,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,e08e850561e05ce6db7277422dbe3535334e1dd0bdff6a64c98136fa2fdbd248,,14613
after,https://rust.robertdevore.com/course/18-atomics/,content/lessons/18-atomics.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/18-atomics/,200,Atomics and memory ordering · Rust Course,41,Separate an indivisible counter update from publication of other data.,70,Atomics and memory ordering,h1:Atomics and memory ordering | h2:What the counter actually promises | h3:Run the example | h2:Publication is a different problem | h2:Keep layers separate | h2:Exercise,578,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,4,0,0,0,0,0,2,False,True,False,False,cddc2f376dbc075bf3baf6b8058a10cd7fb8861fa5e061bb2094b645c0c954e6,,14534
after,https://rust.robertdevore.com/course/19-futures/,content/lessons/19-futures.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/19-futures/,200,Futures before runtimes · Rust Course,37,"Understand polling, wakeups, state machines, and what await does not promise.",77,Futures before runtimes,h1:Futures before runtimes | h2:Creating a future is not starting a thread | h3:Run the example | h2:Suspension stores state | h2:Cancellation belongs to ownership | h2:Exercise,600,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,ec6092aee135dfe6bb02330f147bddc88c0f352e8bf51d4fea39a09cf3776943,,14515
after,https://rust.robertdevore.com/course/20-async/,content/lessons/20-async.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/20-async/,200,"Tokio tasks, blocking, and cancellation · Rust Course",53,"Use a runtime with bounded queues, explicit task results, and deliberate shutdown.",82,"Tokio tasks, blocking, and cancellation","h1:Tokio tasks, blocking, and cancellation | h2:Five layers, five responsibilities | h3:Run the example | h2:Bound the work that can accumulate | h2:Cancellation needs an operation-specific contract | h2:Exercise",593,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,6,0,0,0,0,0,2,False,True,False,False,c6df77dd3f6a9867d11d54a3abffb76910160513e13544cf605e2ab75dc3a2ba,,15402
after,https://rust.robertdevore.com/course/21-pin/,content/lessons/21-pin.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/21-pin/,200,Pin and async trait boundaries · Rust Course,44,Understand address-sensitive values and stable alternatives to native async dyn dispatch.,89,Pin and async trait boundaries,h1:Pin and async trait boundaries | h2:Pin is a promise about a pointee | h2:Use safe constructors first | h3:Run the example | h2:Stable async traits are not every async trait feature | h2:Exercise,752,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,37,48,5,0,0,0,0,0,2,False,True,False,False,dafc47aa16dd1b618d91c1f16e2c913263c35f08567fd3fa89e56cff700bcd9d,,17191
after,https://rust.robertdevore.com/course/22-async-build/,content/lessons/22-async-build.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/22-async-build/,200,Stage build: an async ingestion pipeline · Rust Course,54,Keep one owner of the aggregate while producers hand over bounded work.,71,Stage build: an async ingestion pipeline,h1:Stage build: an async ingestion pipeline | h2:Build brief | h3:Run the example | h2:Explain the limits honestly | h2:Cancellation exercise | h2:Review the ownership graph,634,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,37,48,5,0,0,0,0,0,2,False,True,False,False,651ca57c331c5f01a60259fa017c4e2b10b340ca8e54768684beb4dab2e9f592,,15635
after,https://rust.robertdevore.com/course/23-unsafe/,content/lessons/23-unsafe.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/23-unsafe/,200,Unsafe boundaries and soundness · Rust Course,45,"Audit one small abstraction with explicit invariants, edge cases, and Miri.",75,Unsafe boundaries and soundness,h1:Unsafe boundaries and soundness | h2:Unsafe does not suspend Rust's rules | h2:The safety argument | h2:Aliasing is more than addresses | h2:Exercise,938,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,6,0,0,0,0,0,2,False,True,False,False,7d7e4318fe21d904cfa18697611610ddcb196fa151032728e8a007928dba6e28,,20618
after,https://rust.robertdevore.com/course/24-performance/,content/lessons/24-performance.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/24-performance/,200,Measure performance and resource use · Rust Course,50,"Build a reproducible experiment before changing allocation, dispatch, or build profiles.",88,Measure performance and resource use,h1:Measure performance and resource use | h2:A measurement starts with a question | h3:Run the example | h2:Design the experiment | h2:Optimize the bottleneck | h2:Exercise,579,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,5,0,0,0,0,0,2,False,True,False,False,3a3b9cf5fd476e2c9b2ecbd930274e193cea8bb93b409f8c9c16667896876b92,,14668
after,https://rust.robertdevore.com/course/25-horizon/,content/lessons/25-horizon.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/25-horizon/,200,Stable Rust and the horizon · Rust Course,41,"Read current initiatives without turning goals, experiments, or compiler limitations into stable promises.",106,Stable Rust and the horizon,"h1:Stable Rust and the horizon | h2:A freshness point, not a prediction | h3:Run the example | h2:How to update an explanation | h2:Exercise",911,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,37,47,12,0,0,0,0,0,2,False,True,False,False,049f0650daad921e466be91cdb244b9f5c39bfbbece5014957e721462575c8bb,,18513
after,https://rust.robertdevore.com/course/26-interop/,content/lessons/26-interop.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/26-interop/,200,"FFI, serialization, and public contracts · Rust Course",54,Design boundaries where Rust types alone cannot validate the other side.,72,"FFI, serialization, and public contracts","h1:FFI, serialization, and public contracts | h2:The other side has its own rules | h2:Write down ownership in both directions | h2:A file format is also an interface | h2:Exercise",602,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,48,7,0,0,0,0,0,2,False,True,False,False,796a6bb94f5b4bdce8d3572b6d07f55ee5755caf10b40616f4cbe8c5fdabbbf7,,14616
after,https://rust.robertdevore.com/course/27-capstone/,content/lessons/27-capstone.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/27-capstone/,200,Capstone: ship Fieldnotes · Rust Course,39,Assemble the tested parser and bounded reader into an installable command-line product.,87,Capstone: ship Fieldnotes,h1:Capstone: ship Fieldnotes | h2:Product brief | h2:Build and install | h2:Why main stays small | h2:Acceptance suite | h2:Your extension | h2:Review rubric,709,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,40,50,5,0,0,0,0,0,1,False,True,False,False,7b4fa9026a8caa4327cd779d65abbaabd51c17233cae0074ea1546324d816de0,,17091
after,https://rust.robertdevore.com/course/28-release/,content/lessons/28-release.md,lesson,200,200,True,"index,follow",https://rust.robertdevore.com/course/28-release/,200,"Release, maintain, and keep learning · Rust Course",50,"Review a public API, reproduce a release, and maintain the course's evidence.",77,"Release, maintain, and keep learning","h1:Release, maintain, and keep learning | h2:A release is a promise others can reproduce | h3:Run the example | h2:Review the public Rust surface | h2:A practical maintenance loop | h2:Exercise | h2:Where to go next",625,en,,,Robert DeVore,True,Person|WebSite|WebPage|LearningResource|BreadcrumbList,36,49,5,0,0,0,0,0,2,False,True,False,False,e3f04ada8a8c678df5fbe46b49f20c115d0f3d770c61e75e514019f8821ef4be,,14749
after,https://rust.robertdevore.com/practice/,scripts/build.mjs,practice,200,200,True,"index,follow",https://rust.robertdevore.com/practice/,200,The practice bench · Rust Course,32,"Exercises, stage builds, and real Rust compiler diagnostics.",60,The practice bench.,"h1:The practice bench. | h2:Build checkpoints | h3:Stage build: the first event counter | h3:Stage build: a bounded streaming library | h3:Stage build: an async ingestion pipeline | h3:Capstone: ship Fieldnotes | h2:Read the compiler | h3:Ownership, places, and moves | h3:Borrowing and reborrowing | h3:Lifetimes describe relationships | h3:Threads, Send, and Sync | h3:Pin and async trait boundaries | h3:Stable Rust and the horizon | h2:A source-backed example | h2:Get the complete lab",348,en,,,Robert DeVore,False,Person|WebSite|WebPage,33,21,2,0,0,1,0,0,1,False,True,False,False,8887b090d79657c71bc56554fef3353ff2947f3f6f234261089630a73f970804,,8851
after,https://rust.robertdevore.com/about/,content/about.md,about,200,200,True,"index,follow",https://rust.robertdevore.com/about/,200,About the course · Rust Course,30,"How this independent Rust course is researched, verified, and maintained.",73,Understanding over folklore.,h1:Understanding over folklore. | h2:What this course teaches | h2:Technical freshness | h2:How the examples stay honest | h2:Your progress and privacy | h2:Source and contributions | h2:Author | h2:Portable course text,567,en,,,Robert DeVore,False,Person|WebSite|AboutPage,93,12,6,0,0,0,0,0,1,False,True,False,False,c71ce584c174893eb042dc511655851c968c6a84ecba200d061e5528a4b8a0ff,,8880
